FeatureCode,DateCode,Measurement,Units,Value,Age of Dwelling,Type Of Dwelling,Number of Bedrooms,Type Of Tenure,Household Type,Fuel Poverty
S12000033,2014-2016,Percent,Percent of households in fuel poverty,7,All,All,All,Owner Occupied,All,Fuel Poor
S12000008,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,28.7,All,All,All,All,All,Fuel Poor
S92000003,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,27.9,All,Flats,All,All,All,Fuel Poor
S12000048,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,9.6,All,All,All,Owner Occupied,All,Fuel Poor
S12000048,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,33.3,All,All,All,Private Rented,All,Fuel Poor
S12000048,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,31.6,All,Flats,All,All,All,Fuel Poor
S12000038,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,20,All,All,All,All,All,Fuel Poor
S12000021,2017-2019,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,28.5,All,All,All,Social Rented,All,Fuel Poor
S12000048,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,26.1,All,All,All,Social Rented,All,Fuel Poor
S12000027,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,21.8,All,Houses,All,All,All,Fuel Poor
S12000027,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,22.9,All,All,All,All,Older,Fuel Poor
S12000008,2012-2014,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,16.8,All,All,All,All,Older,Fuel Poor
S12000027,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,42.2,All,All,All,Social Rented,All,Fuel Poor
S12000048,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,19.3,All,All,All,All,Other,Fuel Poor
S12000048,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,14.5,All,All,All,All,Older,Fuel Poor
S12000005,2016-2018,Percent,Percent of households in fuel poverty,26.5,All,All,All,All,Families,Fuel Poor
S12000045,2016-2018,Percent,Percent of households in fuel poverty,10.2,All,All,All,All,Families,Fuel Poor
S92000003,2016-2018,Percent,Percent of households in fuel poverty,26.6,All,All,All,All,Older,Fuel Poor
S12000013,2016-2018,Percent,Percent of households in fuel poverty,68.1,All,All,All,Social Rented,All,Fuel Poor
S92000003,2013,Percent,Percent of households in fuel poverty,49.9,All,All,All,Private Rented,All,Fuel Poor
S12000014,2016-2018,Percent,Percent of households in fuel poverty,34.5,All,All,All,Social Rented,All,Fuel Poor
S12000049,2016-2018,Percent,Percent of households in fuel poverty,32.4,All,All,All,Social Rented,All,Fuel Poor
S92000003,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,31.9,All,Flats,All,All,All,Fuel Poor
S12000042,2013-2015,Percent,Percent of households in fuel poverty,23.6,All,All,All,All,Older,Fuel Poor
S12000036,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,34.9,All,All,All,All,Older,Fuel Poor
S12000006,2013-2015,Percent,Percent of households in fuel poverty,24.8,All,All,All,All,Older,Fuel Poor
S92000003,2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.2,All,All,All,All,Older,Fuel Poor
S12000017,2016-2018,Percent,Percent of households in fuel poverty,49.3,All,All,All,Social Rented,All,Fuel Poor
S12000049,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,25.8,All,All,All,All,Other,Fuel Poor
S12000006,2016-2018,Percent,Percent of households in fuel poverty,10.6,All,All,All,All,Families,Fuel Poor
S12000035,2016-2018,Percent,Percent of households in fuel poverty,25.5,All,All,All,All,Families,Fuel Poor
S12000008,2016-2018,Percent,Percent of households in fuel poverty,30.1,All,All,All,All,Families,Fuel Poor
S12000042,2016-2018,Percent,Percent of households in fuel poverty,28.3,All,All,All,All,Families,Fuel Poor
S12000010,2016-2018,Percent,Percent of households in fuel poverty,31.3,All,All,All,All,Older,Fuel Poor
S92000003,2013,Percent,Percent of households in fuel poverty,34.1,All,All,All,All,Other,Fuel Poor
S92000003,2013,Percent,Percent of households in fuel poverty,28.7,All,All,All,All,Older,Fuel Poor
S12000047,2016-2018,Percent,Percent of households in fuel poverty,46.5,All,All,All,Social Rented,All,Fuel Poor
S12000018,2016-2018,Percent,Percent of households in fuel poverty,37.7,All,All,All,Social Rented,All,Fuel Poor
S12000026,2016-2018,Percent,Percent of households in fuel poverty,38.1,All,All,All,All,Older,Fuel Poor
S92000003,2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,27.4,All,All,All,All,Families,Fuel Poor
S92000003,2014,Percent,Percent of households in fuel poverty,35.8,All,Flats,All,All,All,Fuel Poor
S12000045,2016-2018,Percent,Percent of households in fuel poverty,28.7,All,All,All,All,Older,Fuel Poor
S12000042,2013-2015,Percent,Percent of households in fuel poverty,46.5,All,All,All,Social Rented,All,Fuel Poor
S12000011,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,27,All,Houses,All,All,All,Fuel Poor
S12000006,2013-2015,Percent,Percent of households in fuel poverty,39,All,All,All,All,Families,Fuel Poor
S12000005,2013-2015,Percent,Percent of households in fuel poverty,42.7,All,All,All,Social Rented,All,Fuel Poor
S92000003,2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,17.9,All,All,All,Owner Occupied,All,Fuel Poor
S12000049,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,54.7,All,All,All,Private Rented,All,Fuel Poor
S12000011,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,67.5,All,Flats,All,All,All,Fuel Poor
S12000036,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,22.6,All,All,All,All,Families,Fuel Poor
S12000036,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,35,All,All,All,All,Other,Fuel Poor
S12000029,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,27.4,All,Flats,All,All,All,Fuel Poor
S12000029,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,30,All,All,All,All,All,Fuel Poor
S12000036,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,49.3,All,All,All,Private Rented,All,Fuel Poor
S12000042,2013-2015,Percent,Percent of households in fuel poverty,13.9,All,All,All,Owner Occupied,All,Fuel Poor
S12000013,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,42.5,All,All,All,All,All,Fuel Poor
S12000028,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,35.4,All,All,All,All,Older,Fuel Poor
S12000021,2013-2015,Percent,Percent of households in fuel poverty,20.1,All,All,All,Owner Occupied,All,Fuel Poor
S12000028,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,27.9,All,All,All,All,Other,Fuel Poor
S12000028,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,28.8,All,All,All,All,Families,Fuel Poor
S12000042,2013-2015,Percent,Percent of households in fuel poverty,40,All,All,All,Private Rented,All,Fuel Poor
S12000039,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,47.8,All,Flats,All,All,All,Fuel Poor
S12000042,2013-2015,Percent,Percent of households in fuel poverty,43,All,Flats,All,All,All,Fuel Poor
S12000011,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,34.8,All,All,All,All,All,Fuel Poor
S12000005,2013-2015,Percent,Percent of households in fuel poverty,24.4,All,All,All,All,Families,Fuel Poor
S12000029,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,27.8,All,Houses,All,All,All,Fuel Poor
S12000005,2013-2015,Percent,Percent of households in fuel poverty,25.4,All,All,All,All,Older,Fuel Poor
S12000040,2016-2018,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,27.5,All,Flats,All,All,All,Fuel Poor
S12000005,2013-2015,Percent,Percent of households in fuel poverty,35.6,All,All,All,All,Other,Fuel Poor
S12000021,2016-2018,Percent,Percent of households in fuel poverty,39.9,All,All,All,Social Rented,All,Fuel Poor
S12000050,2016-2018,Percent,Percent of households in fuel poverty,32.2,All,All,All,Social Rented,All,Fuel Poor
S12000010,2016-2018,Percent,Percent of households in fuel poverty,35.9,All,All,All,Social Rented,All,Fuel Poor
S12000008,2016-2018,Percent,Percent of households in fuel poverty,50.4,All,All,All,Social Rented,All,Fuel Poor
S12000048,2016-2018,Percent,Percent of households in fuel poverty,35.7,All,All,All,Social Rented,All,Fuel Poor
S12000023,2016-2018,Percent,Percent of households in fuel poverty,57.5,All,All,All,Social Rented,All,Fuel Poor
S12000035,2016-2018,Percent,Percent of households in fuel poverty,58.5,All,All,All,Social Rented,All,Fuel Poor
S12000040,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,14.1,All,All,All,Owner Occupied,All,Fuel Poor
S12000029,2016-2018,Percent,Percent of households in fuel poverty,39.8,All,All,All,Social Rented,All,Fuel Poor
S12000034,2016-2018,Percent,Percent of households in fuel poverty,31.5,All,All,All,All,Older,Fuel Poor
S12000042,2016-2018,Percent,Percent of households in fuel poverty,42.7,All,All,All,Social Rented,All,Fuel Poor
S92000003,2016-2018,Percent,Percent of households in fuel poverty,15.7,All,All,All,Owner Occupied,All,Fuel Poor
S12000034,2016-2018,Percent,Percent of households in fuel poverty,45.3,All,All,All,Social Rented,All,Fuel Poor
S12000034,2016-2018,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,10.9,All,All,All,All,Families,Fuel Poor
S12000010,2016-2018,Percent,Percent of households in fuel poverty,15.6,All,All,All,All,Families,Fuel Poor
S12000006,2016-2018,Percent,Percent of households in fuel poverty,27.6,All,All,All,Private Rented,All,Fuel Poor
S12000011,2016-2018,Percent,Percent of households in fuel poverty,7.9,All,All,All,All,Families,Fuel Poor
S12000029,2016-2018,Percent,Percent of households in fuel poverty,14,All,All,All,All,Older,Fuel Poor
S12000041,2016-2018,Percent,Percent of households in fuel poverty,32.6,All,All,All,Private Rented,All,Fuel Poor
S12000047,2016-2018,Percent,Percent of households in fuel poverty,35.9,All,All,All,Private Rented,All,Fuel Poor
S12000006,2016-2018,Percent,Percent of households in fuel poverty,47,All,All,All,Social Rented,All,Fuel Poor
S12000030,2016-2018,Percent,Percent of households in fuel poverty,24.3,All,All,All,All,Older,Fuel Poor
S12000013,2016-2018,Percent,Percent of households in fuel poverty,21.5,All,All,All,All,Families,Fuel Poor
S12000036,2016-2018,Percent,Percent of households in fuel poverty,14.1,All,All,All,All,Families,Fuel Poor
S12000045,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,10.2,All,Houses,All,All,All,Fuel Poor
S12000010,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,17.8,All,All,All,All,Older,Fuel Poor
S92000003,2013,Percent,Percent of households in fuel poverty,30.3,All,All,All,All,Families,Fuel Poor
S12000049,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,42.5,All,Flats,All,All,All,Fuel Poor
S12000041,2016-2018,Percent,Percent of households in fuel poverty,16.8,All,All,All,All,Families,Fuel Poor
S12000045,2014-2016,Percent,Percent of households in fuel poverty,23.8,All,All,All,All,Older,Fuel Poor
S12000040,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,14,All,All,All,All,Families,Fuel Poor
S12000040,2016-2018,Percent,Percent of households in fuel poverty,34.2,All,All,All,All,Older,Fuel Poor
S12000028,2016-2018,Percent,Percent of households in fuel poverty,22.6,All,All,All,All,Older,Fuel Poor
S12000027,2016-2018,Percent,Percent of households in fuel poverty,33.3,All,All,All,All,Older,Fuel Poor
S92000003,2013,Percent,Percent of households in fuel poverty,19.9,All,All,All,Owner Occupied,All,Fuel Poor
S12000049,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,39.5,All,All,All,All,All,Fuel Poor
S12000033,2013-2015,Percent,Percent of households in fuel poverty,45,All,All,All,Private Rented,All,Fuel Poor
S12000006,2013-2015,Percent,Percent of households in fuel poverty,46.9,All,All,All,Private Rented,All,Fuel Poor
S92000003,2013,Percent,Percent of households in fuel poverty,39.4,All,Flats,All,All,All,Fuel Poor
S92000003,2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,48.1,All,All,All,Private Rented,All,Fuel Poor
S92000003,2013,Percent,Percent of households in fuel poverty,27,All,Houses,All,All,All,Fuel Poor
S12000048,2016-2018,Percent,Percent of households in fuel poverty,52.8,All,All,All,Private Rented,All,Fuel Poor
S12000019,2016-2018,Percent,Percent of households in fuel poverty,41.5,All,All,All,Social Rented,All,Fuel Poor
S12000033,2016-2018,Percent,Percent of households in fuel poverty,29.1,All,All,All,All,Older,Fuel Poor
S12000042,2016-2018,Percent,Percent of households in fuel poverty,45.7,All,All,All,Private Rented,All,Fuel Poor
S92000003,2016-2018,Percent,Percent of households in fuel poverty,37.3,All,All,All,Private Rented,All,Fuel Poor
S12000020,2016-2018,Percent,Percent of households in fuel poverty,43.3,All,All,All,Private Rented,All,Fuel Poor
S12000020,2016-2018,Percent,Percent of households in fuel poverty,48.6,All,All,All,Social Rented,All,Fuel Poor
S92000003,2013,Percent,Percent of households in fuel poverty,50.9,All,All,All,Social Rented,All,Fuel Poor
S12000018,2013-2015,Percent,Percent of households in fuel poverty,57.4,All,All,All,Private Rented,All,Fuel Poor
S12000039,2016-2018,Percent,Percent of households in fuel poverty,28,All,All,All,All,Older,Fuel Poor
S12000034,2016-2018,Percent,Percent of households in fuel poverty,20.3,All,All,All,All,Families,Fuel Poor
S12000033,2016-2018,Percent,Percent of households in fuel poverty,20.1,All,All,All,All,Families,Fuel Poor
S12000010,2014-2016,"95% Lower Confidence Limit, Percent",Lower 95% CI percent of households in fuel poverty,9.1,All,All,All,All,Families,Fuel Poor
S12000033,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,14.8,All,All,All,Owner Occupied,All,Fuel Poor
S12000011,2017-2019,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,17.4,All,All,All,All,All,Fuel Poor
S12000042,2013-2015,Percent,Percent of households in fuel poverty,14.3,All,Houses,All,All,All,Fuel Poor
S12000033,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,33.2,All,All,All,All,Families,Fuel Poor
S12000036,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,54.2,All,All,All,Social Rented,All,Fuel Poor
S12000036,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,19.3,All,All,All,Owner Occupied,All,Fuel Poor
S12000029,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,19.2,All,All,All,Owner Occupied,All,Fuel Poor
S12000029,2014-2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,54.5,All,All,All,Social Rented,All,Fuel Poor
S12000005,2013-2015,Percent,Percent of households in fuel poverty,21.5,All,All,All,Owner Occupied,All,Fuel Poor
S12000020,2013-2015,Percent,Percent of households in fuel poverty,27.2,All,All,All,All,Families,Fuel Poor
S12000013,2013-2015,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,80,All,All,All,Social Rented,All,Fuel Poor
S92000003,2016,"95% Upper Confidence Limit, Percent",Upper 95% CI percent of households in fuel poverty,42.2,All,All,All,Private Rented,All,Fuel Poor
S12000019,2013-2015,Percent,Percent of households in fuel poverty,34.4,All,All,All,All,Families,Fuel Poor
